carrier,name,Date,Origin,name,Destination,name,"Arrival Delay"
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",BUF,"Buffalo Niagara Intl",5
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",OKC,"Will Rogers World",NULL
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",CMH,"Port Columbus Intl",50
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",CLE,"Cleveland Hopkins Intl",47
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-3
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RSW,"Southwest Florida Intl",-10
FL,"AirTran Airways Corporation",2013-01-01,LGA,"La Guardia",CAK,"Akron Canton Regional Airport",-7
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",AUS,"Austin Bergstrom Intl",10
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",CVG,"Cincinnati Northern Kentucky Intl",34
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BUR,"Bob Hope",91
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-14
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",AUS,"Austin Bergstrom Intl",7
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MKE,"General Mitchell Intl",24
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PBI,"Palm Beach Intl",50
WN,"Southwest Airlines Co.",2013-01-01,EWR,"Newark Liberty Intl",MDW,"Chicago Midway Intl",45
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MHT,"Manchester Regional Airport",-7
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",-35
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",HOU,"William P Hobby",12
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",MSY,"Louis Armstrong New Orleans Intl",10
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",9
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",-17
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",-28
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RDU,"Raleigh Durham Intl",34
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",JAX,"Jacksonville Intl",3
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",DCA,"Ronald Reagan Washington Natl",-29
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",-28
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",45
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PDX,"Portland Intl",-1
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",RSW,"Southwest Florida Intl",-2
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",4
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",-5
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ALB,"Albany Intl",44
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAD,"Washington Dulles Intl",61
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",MCO,"Orlando Intl",-6
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",RDU,"Raleigh Durham Intl",5
MQ,"Envoy Air",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",17
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SDF,"Louisville International Airport",25
WN,"Southwest Airlines Co.",2013-01-01,LGA,"La Guardia",MDW,"Chicago Midway Intl",5
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",TPA,"Tampa Intl",9
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",17
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-6
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SJU,NULL,-12
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",-32
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-5
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SFO,"San Francisco Intl",-14
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",-6
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",55
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RIC,"Richmond Intl",17
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",CVG,"Cincinnati Northern Kentucky Intl",250
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PVD,"Theodore Francis Green State",-10
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DSM,"Des Moines Intl",142
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",FLL,"Fort Lauderdale Hollywood Intl",-2
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",43
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",BNA,"Nashville Intl",22
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-24
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",DCA,"Ronald Reagan Washington Natl",3
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",DEN,"Denver Intl",-9
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",28
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",-14
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-14
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",2
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BWI,"Baltimore Washington Intl",-13
AA,"American Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MIA,"Miami Intl",246
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PBI,"Palm Beach Intl",21
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",23
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BUF,"Buffalo Niagara Intl",28
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-26
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",73
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BUF,"Buffalo Niagara Intl",127
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PWM,"Portland Intl Jetport",8
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",49
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PWM,"Portland Intl Jetport",-16
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-7
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BDL,"Bradley Intl",49
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",ROC,"Greater Rochester Intl",23
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BTV,"Burlington Intl",35
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BUF,"Buffalo Niagara Intl",9
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DCA,"Ronald Reagan Washington Natl",191
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BTV,"Burlington Intl",69
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",73
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SYR,"Syracuse Hancock Intl",33
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MCI,"Kansas City Intl",456
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PSE,NULL,-20
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-24
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BQN,NULL,-12
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RDU,"Raleigh Durham Intl",NULL
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",NULL
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",MIA,"Miami Intl",NULL
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",NULL
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SJU,NULL,36
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SYR,"Syracuse Hancock Intl",154
US,"US Airways Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",13
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",-10
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",MIA,"Miami Intl",-19
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",IAH,"George Bush Intercontinental",12
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",BQN,NULL,-23
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-16
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",PBI,"Palm Beach Intl",-10
B6,"JetBlue Airways",2013-01-02,LGA,"La Guardia",FLL,"Fort Lauderdale Hollywood Intl",11
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",21
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",0
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",-7
EV,"ExpressJet Airlines Inc.",2013-01-02,LGA,"La Guardia",IAD,"Washington Dulles Intl",1
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",0
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",CVG,"Cincinnati Northern Kentucky Intl",9
FL,"AirTran Airways Corporation",2013-01-02,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",23
UA,"United Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-15
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",LAS,"Mc Carran Intl",-52
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",MIA,"Miami Intl",-1
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",CMH,"Port Columbus Intl",25
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",MSP,"Minneapolis St Paul Intl",-27
9E,"Endeavor Air Inc.",2013-01-02,EWR,"Newark Liberty Intl",CVG,"Cincinnati Northern Kentucky Intl",4
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",0
WN,"Southwest Airlines Co.",2013-01-02,LGA,"La Guardia",MDW,"Chicago Midway Intl",12
MQ,"Envoy Air",2013-01-02,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",-17
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",12
US,"US Airways Inc.",2013-01-02,LGA,"La Guardia",PHL,"Philadelphia Intl",-13
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",-12
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",-4
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",SFO,"San Francisco Intl",-44
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",ATL,"Hartsfield Jackson Atlanta Intl",1
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",MSP,"Minneapolis St Paul Intl",5
AA,"American Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",MIA,"Miami Intl",-11
B6,"JetBlue Airways",2013-01-02,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",15
EV,"ExpressJet Airlines Inc.",2013-01-02,LGA,"La Guardia",MEM,"Memphis Intl",19
DL,"Delta Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",ATL,"Hartsfield Jackson Atlanta Intl",10
WN,"Southwest Airlines Co.",2013-01-02,EWR,"Newark Liberty Intl",MDW,"Chicago Midway Intl",31
B6,"JetBlue Airways",2013-01-02,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",11
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SJU,NULL,-7
UA,"United Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",44
US,"US Airways Inc.",2013-01-02,JFK,"John F Kennedy Intl",CLT,"Charlotte Douglas Intl",20
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",MIA,"Miami Intl",-3
MQ,"Envoy Air",2013-01-02,LGA,"La Guardia",MSP,"Minneapolis St Paul Intl",-10
MQ,"Envoy Air",2013-01-02,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",43
MQ,"Envoy Air",2013-01-02,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",3
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",IAH,"George Bush Intercontinental",1
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",8
US,"US Airways Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",17
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",TPA,"Tampa Intl",3
WN,"Southwest Airlines Co.",2013-01-02,EWR,"Newark Liberty Intl",BWI,"Baltimore Washington Intl",15
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",IAD,"Washington Dulles Intl",11
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",CVG,"Cincinnati Northern Kentucky Intl",17
US,"US Airways Inc.",2013-01-02,EWR,"Newark Liberty Intl",PHX,"Phoenix Sky Harbor Intl",-4
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",RSW,"Southwest Florida Intl",27
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",FLL,"Fort Lauderdale Hollywood Intl",6
WN,"Southwest Airlines Co.",2013-01-02,LGA,"La Guardia",BWI,"Baltimore Washington Intl",-13
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",RDU,"Raleigh Durham Intl",0
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",1
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",-4
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",AUS,"Austin Bergstrom Intl",17
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",PHX,"Phoenix Sky Harbor Intl",-9
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",BNA,"Nashville Intl",23
US,"US Airways Inc.",2013-01-02,JFK,"John F Kennedy Intl",PHX,"Phoenix Sky Harbor Intl",-6
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLE,"Cleveland Hopkins Intl",6
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-17
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",-15
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",ATL,"Hartsfield Jackson Atlanta Intl",9
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",33
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",BUF,"Buffalo Niagara Intl",-6
B6,"JetBlue Airways",2013-01-02,LGA,"La Guardia",MCO,"Orlando Intl",-5
US,"US Airways Inc.",2013-01-02,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",13
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",DEN,"Denver Intl",-27
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",-31
US,"US Airways Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",15
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SLC,"Salt Lake City Intl",-39
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",-12
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-59
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",8
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",-4
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",-13
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-3
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",PBI,"Palm Beach Intl",-4
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",MIA,"Miami Intl",-5
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",6
MQ,"Envoy Air",2013-01-02,LGA,"La Guardia",XNA,"NW Arkansas Regional",34
US,"US Airways Inc.",2013-01-02,LGA,"La Guardia",DCA,"Ronald Reagan Washington Natl",-3
VX,"Virgin America",2013-01-02,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-26
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",37
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",1
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",MIA,"Miami Intl",2
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",MSY,"Louis Armstrong New Orleans Intl",18
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",TPA,"Tampa Intl",46
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",MSY,"Louis Armstrong New Orleans Intl",26
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",-5
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",SJU,NULL,-12
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SJU,NULL,29
MQ,"Envoy Air",2013-01-02,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",-23
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",MIA,"Miami Intl",-23
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-8
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",4
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",12
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-9
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",1
UA,"United Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-25
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",RSW,"Southwest Florida Intl",-2
MQ,"Envoy Air",2013-01-02,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",90
AS,"Alaska Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",SEA,"Seattle Tacoma Intl",-41
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",-3
VX,"Virgin America",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-36
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",SNA,"John Wayne Arpt Orange Co",-4
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",DEN,"Denver Intl",9
FL,"AirTran Airways Corporation",2013-01-02,LGA,"La Guardia",MKE,"General Mitchell Intl",6
B6,"JetBlue Airways",2013-01-02,LGA,"La Guardia",RSW,"Southwest Florida Intl",8
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SEA,"Seattle Tacoma Intl",-45
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SJU,NULL,0
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",5
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SYR,"Syracuse Hancock Intl",24
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",IAH,"George Bush Intercontinental",7
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",ROC,"Greater Rochester Intl",4
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-30
WN,"Southwest Airlines Co.",2013-01-02,EWR,"Newark Liberty Intl",HOU,"William P Hobby",20
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",-9
B6,"JetBlue Airways",2013-01-02,LGA,"La Guardia",TPA,"Tampa Intl",6
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",ORD,"Chicago Ohare Intl",-4
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-9
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",2
WN,"Southwest Airlines Co.",2013-01-02,LGA,"La Guardia",DEN,"Denver Intl",10
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",GSO,"Piedmont Triad",12
UA,"United Air Lines Inc.",2013-01-02,LGA,"La Guardia",DEN,"Denver Intl",-14
9E,"Endeavor Air Inc.",2013-01-02,JFK,"John F Kennedy Intl",PHL,"Philadelphia Intl",1
DL,"Delta Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",ATL,"Hartsfield Jackson Atlanta Intl",10
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",32
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",SFO,"San Francisco Intl",-11
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",SRQ,"Sarasota Bradenton Intl",-3
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",28
9E,"Endeavor Air Inc.",2013-01-02,JFK,"John F Kennedy Intl",PIT,"Pittsburgh Intl",-3
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",GSP,"Greenville-Spartanburg International",-3
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",BTV,"Burlington Intl",-6
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",13
EV,"ExpressJet Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",DCA,"Ronald Reagan Washington Natl",75
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",MCO,"Orlando Intl",-4
B6,"JetBlue Airways",2013-01-02,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",6
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-18
DL,"Delta Air Lines Inc.",2013-01-02,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",-2
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",MIA,"Miami Intl",-29
US,"US Airways Inc.",2013-01-02,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",19
AA,"American Airlines Inc.",2013-01-02,LGA,"La Guardia",MIA,"Miami Intl",-18
B6,"JetBlue Airways",2013-01-02,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",-18
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",-14
AA,"American Airlines Inc.",2013-01-02,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",56
MQ,"Envoy Air",2013-01-02,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",-4
UA,"United Air Lines Inc.",2013-01-02,EWR,"Newark Liberty Intl",PDX,"Portland Intl",-31
AA,"American Airlines Inc.",2013-01-02,JFK,"John F Kennedy Intl",STT,NULL,-15
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",4
DL,"Delta Air Lines Inc.",2013-01-02,JFK,"John F Kennedy Intl",ATL,"Hartsfield Jackson Atlanta Intl",4
US,"US Airways Inc.",2013-01-02,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",4
B6,"JetBlue Airways",2013-01-02,JFK,"John F Kennedy Intl",PIT,"Pittsburgh Intl",2
